accommodation_faq,question,answer,keywords
accommodation_faq,"Who is eligible to apply for student accommodation?","Student accommodation is available for active and full-time students. New students' room allocation is processed only after they have accepted an offer to study at Xiamen University Malaysia.","eligibility, application, students, new"
accommodation_faq,"What is the deadline for submitting accommodation applications?","Completed application forms must be submitted to the Accommodation Office no less than two (2) weeks prior to the commencement of the new semester.","application, deadline, submission, semester"
accommodation_faq,"What are the steps to apply for student accommodation?","To apply, request the Residence Application Form and submit the completed form along with the residence application fee payment slip via email to studentaccommodation@xmu.edu.my.","application, steps, email, form"
accommodation_faq,"What is the residence application fee and is it refundable?","The residence application fee is RM 100, and it is non-refundable. It must accompany the submission of the application form.","application, fee, non-refundable, RM100"
accommodation_faq,"Can students choose their preferred room type?","Room types are options stated on the application form, but all applications are subject to room availability. The University reserves the right to assign any other available accommodation type.","room type, choice, availability, assignment"
accommodation_faq,"Is a deposit required for student accommodation and is it refundable?","A refundable deposit of RM 500 is required upon check-in, along with one semester's rental.","deposit, refundable, RM500, check-in"
accommodation_faq,"What is the payment schedule for student accommodation rental?","Rental payment is made on a per-semester basis and is due within seven (7) working days from the commencement of the new semester.","rental, payment, schedule, semester"
accommodation_faq,"How are utility charges, specifically electricity, handled?","Students are billed monthly for electricity consumption. If a unit is occupied by more than one resident, the charges are borne equally among them.","utilities, electricity, billing, shared"
accommodation_faq,"How can a student terminate their accommodation tenancy?","Tenancy termination is allowed after a minimum stay of one (1) semester by giving the Accommodation Office at least one-month written notice via email to studentaccommodation@xmu.edu.my.","tenancy, termination, notice, email"
accommodation_faq,"What facilities are provided in the student rooms?","Rooms include a bed frame, mattress, wardrobe, study table and chair, air conditioning (electricity excluded), Wi-Fi, and an en-suite bathroom with a water heater.","room, facilities, amenities, provided"
accommodation_faq,"What general facilities are available to residents on campus?","General facilities include a common pantry on each floor, a laundry room, 24/7 safety and security, canteens, and a Student Activity Centre with a gym and swimming pool.","general, facilities, campus, student"
accommodation_faq,"Where can I find the comprehensive accommodation rules and regulations?","For full details, refer to the Xiamen University Malaysia Residences Management Rules and Regulations, available for download from the website.","rules, regulations, policies, download"
