it_services,"Who are the Xiamen University Malaysia IT Services Policies applicable to?","The IT Services Policies apply to all users of Xiamen University Malaysia's information technology facilities, including students, permanent or temporary staff, contractors, guests, visitors, and any other authorized users or organizations.","policy, users, scope, IT facilities"
it_services,"What is the primary purpose of the University's IT Services Policies?","The policy sets out the obligations and requirements for users in using the University’s information technology facilities for internet, network, and email purposes, ensuring responsible use and adherence to legal, professional, and ethical obligations.","policy, purpose, obligations, responsible use"
it_services,"Who is authorized to access Xiamen University Malaysia's IT Facilities?","All University students, staff, contractors, guests, or visitors are authorized unless expressly prohibited. Individuals and organizations outside these categories must apply for authorization. The policy also applies to personally owned devices connected to University IT Facilities.","authorization, access, IT facilities, personal devices"
it_services,"What legislation must users comply with when using the University's IT Facilities?","Users must comply with relevant Malaysian legislation, including but not limited to the Computer Crime Act 1997, Copyright Act 1987, Communications and Multimedia Act 1998, and Personal Data Protection Act 2010.","legislation, compliance, Malaysian law, IT facilities"
it_services,"What are the key responsibilities of users regarding the University's IT Facilities?","Users are expected not to cause damage to IT Facilities or disrupt services, and to report any damage or disruption immediately. Users are fully responsible for any activity initiated under their usernames.","responsibilities, damage, disruption, usernames"
it_services,"What security and privacy risks are associated with using the internet via University IT Facilities?","Significant security, privacy, and confidentiality risks are inherent, including interception of transmissions, data threats, and the distribution of viruses. The University does not take responsibility for the loss, damage, or recovery of files associated with illegal usage.","internet, security, privacy, risks"
it_services,"What types of internet usage are explicitly prohibited under the IT Services Policies?","Prohibited activities include spamming, intellectual property violations, hacking, transferring illegal technology, distributing viruses, export control violations, uttering threats, illegal advertising (Ponzi schemes, gambling), distributing pornography, and human rights violations.","prohibited, internet, illegal, hacking"
it_services,"Are emails sent or received via the University's IT Facilities considered private?","No, emails sent or received via the University’s IT Facilities are part of the official records of the University and are not private property of the users. They may be disclosed if required by laws, regulations, or legal/disciplinary proceedings.","email, privacy, disclosure, official records"
it_services,"What are the guidelines for appropriate email usage within the University's IT Facilities?","Users must not disrupt IT systems, harm the University's reputation, access restricted areas, or send offensive, abusive, discriminatory, defamatory, or illegal content. Sending chain letters or joke emails from a University account is also prohibited.","email, guidelines, prohibited, conduct"
it_services,"Does Xiamen University Malaysia monitor the use of its IT Facilities?","Yes, the University reserves the right to examine any systems and inspect and review all data recorded in those systems at any time and without prior notice, to ensure compliance with internal policies and the law.","monitoring, IT facilities, data, inspection"
it_services,"What are the consequences for improper use or breaches of the University's IT Services Policies?","Penalties for improper use include withdrawal or restriction of access to IT Facilities, disciplinary action (suspension, expulsion, termination of employment), and legal action if any law is breached.","penalties, breaches, disciplinary, legal action"
