contact_us,question,answer,keywords
contact_us,"What is the main website for Xiamen University Malaysia?", "The main website for Xiamen University Malaysia is www.xmu.edu.my.", "website, Malaysia, URL, contact"
contact_us,"What is the general enquiry phone number for the Malaysia Campus?", "The general enquiry phone number for the Malaysia Campus is +03 8800 6800.", "phone, general, Malaysia, contact"
contact_us,"What is the phone number for course and enrollment enquiries at the Malaysia Campus?", "The phone number for course and enrollment enquiries at the Malaysia Campus is +03 7610 2079.", "enrollment, courses, phone, Malaysia"
contact_us,"What is the physical address of Xiamen University Malaysia Campus?", "The physical address of Xiamen University Malaysia Campus is Jalan Sunsuria, Bandar Sunsuria, 43900 Sepang, Selangor Darul Ehsan, Malaysia.", "address, Malaysia, location, campus"
contact_us,"How can prospective local students contact Xiamen University Malaysia?", "Prospective local students can contact Xiamen University Malaysia via email at enquiry@xmu.edu.my.", "local, student, email, enquiry"
contact_us,"What is the email address for international student enquiries?", "The email address for international student enquiries is int.enquiry@xmu.edu.my.", "international, student, email, contact"
contact_us,"What is the estimated train travel time from KLIA to Salak Tinggi ERL station?", "The estimated train travel time from KLIA to Salak Tinggi ERL station is 7 minutes.", "train, KLIA, travel, duration"
contact_us,"What is the estimated car travel time from KLIA to Xiamen University Malaysia Campus?", "The estimated car travel time from KLIA to Xiamen University Malaysia Campus is 20 minutes (approximately 15.3km).", "car, travel, KLIA, distance"
contact_us,"What is the contact email for accommodation enquiries?", "The contact email for accommodation enquiries is studentaccommodation@xmu.edu.my.", "accommodation, housing, email, student"
contact_us,"What are the website and phone numbers for the Xiamen University China Office?", "The website for the China Office is xmu.edu.cn and the phone numbers are +86 592 2183989 / 2188700.", "China, office, contact, phone"
