it_policy,"What is the primary purpose of the IT Services Policies?","The policy sets out the obligations and requirements for users of Xiamen University Malaysia's information technology facilities for internet, network facilities, and email purposes, ensuring responsible and ethical use.","policy, purpose, obligations, IT facilities"
it_policy,"Who does the IT Services Policies apply to?","The policy applies to all users of Xiamen University Malaysia, including students, permanent or temporary staff, contractors, guests, visitors, and any other authorized users or organizations, as well as personally owned devices connected to University IT Facilities.","users, scope, authorization, devices"
it_policy,"What Malaysian legislation must Users comply with when using the University's IT Facilities?","Users must comply with relevant Malaysian legislation, including but not limited to the Computer Crime Act 1997, Copyright Act 1987, Communications and Multimedia Act 1998, and Personal Data Protection Act 2010.","legislation, compliance, laws, Malaysia"
it_policy,"Are emails sent or received via the University's IT Facilities considered private?","No, emails sent or received via the University's IT Facilities form part of the official records of the University and are not considered private property of the Users. They may be disclosed if required by laws, regulations, or legal/disciplinary proceedings.","email, privacy, official records, disclosure"
it_policy,"What are some examples of illegal uses of the internet via University's IT Facilities?","Illegal uses include spamming, intellectual property right violations, hacking activities, transfer of technology in violation of laws, distribution of viruses, export control violations, uttering threats, fraudulent schemes, distribution of pornographic materials to minors, and violations related to human rights.","internet, illegal uses, prohibited, hacking"
it_policy,"What are the consequences of improper use of the University's IT Facilities?","Penalties for improper use include withdrawal or restriction of access to IT Facilities, disciplinary action which may lead to suspension, expulsion, or termination of employment, and legal action if any law is breached.","penalties, consequences, improper use, disciplinary"
it_policy,"Does the University monitor the usage of its IT Facilities?","Yes, the University reserves the right to, at any time and without prior notice, examine any systems and inspect and review all data recorded in those systems to ensure compliance with internal policies and laws, perform investigations, and manage information systems.","monitoring, surveillance, data, IT systems"
it_policy,"What are the responsibilities of Users regarding damage or disruption to IT Facilities?","All Users are expected to act in a manner that will not cause damage or disrupt services. Any damage or disruption must be reported immediately to Information Technology (IT) and the Direct Line Manager.","responsibility, damage, disruption, reporting"
it_policy,"What is the primary purpose of computer and network facilities provided to Users?","Computer and network facilities are provided to Users primarily for their educational and work-related use only.","computers, network, purpose, educational"
it_policy,"What is the recommended practice for staff when activating the ""out of office"" facility for emails?","Messages should name an alternative member of staff for correspondents to contact if necessary, to ensure important messages are addressed within required timescales.","staff email, out of office, practice, contact"
