postgrad_handbook,"What is the effective date of the Postgraduate Student Handbook?", "The Postgraduate Student Handbook is effective from 1 January 2026.", "handbook, effective, date, 2026"
postgrad_handbook,"What is the motto of Xiamen University Malaysia (XMUM)?", "The motto of Xiamen University Malaysia (XMUM) is ""Pursuing Excellence, Striving for Perfection"".", "XMUM, motto, excellence, perfection"
postgrad_handbook,"What is the vision of Xiamen University Malaysia (XMUM)?", "Xiamen University Malaysia (XMUM) aspires to become a university with a distinct global outlook, featuring first-class teaching and research, and embracing cultural diversity.", "XMUM, vision, global outlook, research"
postgrad_handbook,"How is the academic year structured for XMUM postgraduate programmes?", "The academic year for each XMUM postgraduate programme is divided into 2 or 3 semesters, which may include study weeks, exam weeks, and/or short research projects.", "academic year, semesters, structure, programmes"
postgrad_handbook,"What are the minimum study durations for Master's programmes (full-time)?", "For full-time Master's programmes: Coursework and Mixed modes require a minimum of 1.5 years, and Research mode requires a minimum of 2 years.", "Master's, duration, full-time, minimum"
postgrad_handbook,"What are the minimum study durations for Ph.D. programmes (part-time)?", "For part-time Ph.D. programmes: Mixed and Research modes require a minimum of 4 years.", "Ph.D., duration, part-time, minimum"
postgrad_handbook,"What is the definition of a Mixed Mode postgraduate programme?", "A Mixed Mode programme refers to a postgraduate programme with at least a 50% research component in addition to coursework.", "mixed mode, definition, research, coursework"
postgrad_handbook,"How can a student apply for an extension of study?", "Students must fill in the Extension of Study Duration Application Form three months before reaching the minimum duration of study and submit it to the school/department for endorsement, then to the Postgraduate Studies Unit (PSU) for approval.", "extension, study, application, duration"
postgrad_handbook,"What are the valid reasons for deferment of study?", "Students can apply for deferment due to Health Problems, Financial Problems, Personal Reason, or Other reasons subject to the approval of the school/department.", "deferment, reasons, health, financial"
postgrad_handbook,"What is the maximum period allowed for deferment of study?", "The maximum deferment period must not exceed TWO (2) years, and it is regarded on a semester-basis where less than one semester counts as one semester.", "deferment, maximum, period, two years"
postgrad_handbook,"What happens to tuition fees if deferment is approved before the semester starts?", "If an application for deferment is received and approved before the semester starts, the student is exempted from paying any fees for that semester.", "deferment, fees, exemption, semester"
postgrad_handbook,"What is the tuition fee refund policy for students withdrawing from the University?", "If written notification to withdraw is submitted within the first two weeks of the new semester, 50% of the tuition fee will be refunded. After the first two weeks, there will be no refund.", "withdrawal, refund, tuition, fees"
postgrad_handbook,"Under what circumstances can a student's study be terminated by the University?", "A student's study can be terminated for reasons such as providing false information, exceeding maximum study duration, outstanding tuition fees, failing to apply for extension, failing to obtain CGPA of 3.00, absence for two consecutive semesters, failing Ph.D. mid-term assessment twice, or academic misconduct.", "termination, study, misconduct, fees"
